Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
High,42230,ISC DHCP dhclient网络配置脚本命令注入漏洞,Isc,CVE-2011-0997,CNNVD-201104-043,NA,2017-06-30,2023-10-27,
High,77141,Apache Struts DefaultActionMapper 代码执行漏洞,Apache,CVE-2013-2251,CNNVD-201307-308,NA,2017-06-30,2023-10-27,
High,52490,Interactive Data eSignal栈缓冲区溢出漏洞,Interactivedata,CVE-2011-3494,CNNVD-201109-267,NA,2017-06-30,2023-10-27,
High,2900,Apple Safari parent.close代码执行漏洞,NA,CVE-2010-1939,CNNVD-201005-215,NA,2017-06-30,2023-10-27,
High,367680,Disk Pulse企业服务器HttpParser缓冲区溢出漏洞,NA,NA,NA,NA,2019-04-28,2023-10-27,
High,459090,Xen Project XAPI Update目录遍历漏洞,Citrix,CVE-2018-14007,CNNVD-201808-473,NA,2018-09-27,2023-10-27,
High,2001456,访问敏感系统路径: /proc/self/,NA,NA,NA,NA,2020-04-24,2023-10-27,
High,733780,梭子鱼邮件安全网关CVE-2023-2868命令注入漏洞,Barracuda,CVE-2023-2868,CNNVD-202305-2128,NA,2023-06-21,2023-10-27,
High,617150,HTTP带外注入攻击 - DNSLog 域名：dnsquery.vul.cc,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,617156,HTTP带外注入攻击 - DNSLog 域名：oast.fun,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,617155,HTTP带外注入攻击 - DNSLog 域名：oast.online,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,617152,HTTP带外注入攻击 - DNSLog 域名：oast.live,NA,NA,NA,NA,2022-05-24,2023-10-27,
High,617153,HTTP带外注入攻击 - DNSLog 域名：oast.pro,NA,NA,NA,NA,2022-05-24,2023-10-27,
High,728320,Contec CONPROSSYS HMI System chkFormula.php 命令注入漏洞,Contec,CVE-2022-44456,CNNVD-202212-3393,NA,2023-02-03,2023-10-27,
High,728670,Oracle E-Business Suite CVE-2022-21587 目录遍历漏洞,NA,CVE-2022-21587,CNNVD-202210-1279,NA,2023-02-02,2023-10-27,
High,731150,D-Link DIR-816命令注入漏洞,Dlink,"CVE-2022-28915,CVE-2022-429...","CNNVD-202205-2810,CNNVD-202210-21...",NA,2023-04-14,2023-10-27,
High,733780,梭子鱼邮件安全网关CVE-2023-2868命令注入漏洞,Barracuda,CVE-2023-2868,CNNVD-202305-2128,NA,2023-06-21,2023-10-27,
High,739590,睿因(wavlink) 路由器 ExportAllSettings.sh 敏感数据泄露漏洞,Wavlink,CVE-2022-31847,CNNVD-202206-1296,NA,2023-09-27,2023-10-27,
High,740710,用友U8 Cloud ServiceDispatcher 前台反序列化漏洞,NA,NA,NA,NA,2023-09-22,2023-10-27,
High,735260,WordPress Plugin uDraw 任意文件访问漏洞,Webtoprint,CVE-2022-0656,CNNVD-202204-4361,NA,2023-09-08,2023-10-27,
High,706470,WordPress Workreap CVE-2021-24499 文件上传漏洞,Amentotech,CVE-2021-24499,CNNVD-202108-782,NA,2023-09-08,2023-10-27,
High,718390,WordPress 插件 Kaswara Modern VC Addon 任意文件上传漏洞,Kaswara project,CVE-2021-24284,CNNVD-202105-974,NA,2023-09-08,2023-10-27,
High,737460,Jeecg-boot 3.5.0及3.5.1版本SQL注入漏洞,Jeecg,CVE-2023-34659,CNNVD-202306-1328,NA,2023-08-23,2023-10-27,
High,733730,冰蝎 v4 Webshell 访问尝试,NA,NA,NA,NA,2023-06-21,2023-10-27,
High,735311,D-Link DSL-g2452DG 命令注入漏洞,Dlink,CVE-2022-28932,CNNVD-202205-3974,NA,2023-08-09,2023-10-27,
High,735971,金蝶云星空任意文件读取漏洞,NA,NA,NA,NA,2023-08-10,2023-10-27,
High,735970,金蝶云星空任意文件读取漏洞,NA,NA,NA,NA,2023-08-10,2023-10-27,
High,735420,Rudder Server SQLI 远程代码执行漏洞,Rudderstack,CVE-2023-30625,CNNVD-202306-1314,NA,2023-08-10,2023-10-27,
High,728321,Contec CONPROSSYS HMI System chkFormula.php 命令注入漏洞,Contec,CVE-2022-44456,CNNVD-202212-3393,NA,2023-08-10,2023-10-27,
High,367680,Disk Pulse企业服务器HttpParser缓冲区溢出漏洞,NA,NA,NA,NA,2019-04-28,2023-10-27,
High,77570,VLC Media Player文件缓冲区溢出漏洞,Videolan,CVE-2008-5032,CNNVD-200811-143,NA,2019-04-28,2023-10-27,
High,75941,Schneider Electric Interactive Graphical SCADA系统缓冲区溢出漏洞,Schneider-electric,CVE-2013-0657,CNNVD-201301-399,NA,2017-08-01,2023-10-27,
High,55710,freeSSHd 和 WeOnlyDo SSHD 缓冲区溢出漏洞,"Freeftpd,Freesshd,Weonlydo",CVE-2006-2407,CNNVD-200605-308,NA,2017-06-30,2023-10-27,
High,78180,Trimble Navigation SketchUp PICT文件缓冲区溢出漏洞,Google,"CVE-2013-3664,CVE-2013-7388","CNNVD-201306-008,CNNVD-201407-022",NA,2017-06-30,2023-10-27,
High,3373976,驱动人生恶意域名：haqo.net,NA,NA,NA,NA,2023-10-27,2023-10-27,
High,741320,DedeCMS file_manage_control.php CVE-2023-2928 远程代码执行漏洞,Dedecms,CVE-2023-2928,CNNVD-202305-2334,NA,2023-10-27,2023-10-27,
High,741130,EasyNAS CVE-2023-0830 命令注入漏洞,Easynas,CVE-2023-0830,CNNVD-202302-1155,NA,2023-10-27,2023-10-27,
High,740341,Jeecg freemaker CVE-2020-28088 远程代码执行漏洞,Jeecg,CVE-2020-28088,CNNVD-202108-694,NA,2023-10-27,2023-10-27,
High,732991,Zyxel IKE数据包解码器 CVE-2023-28771 远程代码执行漏洞,Zyxel,CVE-2023-28771,CNNVD-202304-1976,NA,2023-10-27,2023-10-27,
High,740970,WordPress 插件 Events Made Easy CVE-2023-28660 SQL注入漏洞,E-dynamics,CVE-2023-28660,CNNVD-202303-1797,NA,2023-10-27,2023-10-27,
High,741280,Advantech EKI-15XX Series CVE-2023-2574 命令注入漏洞,Advantech,CVE-2023-2574,CNNVD-202305-378,NA,2023-10-27,2023-10-27,
High,741570,Cisco Expressway CVE-2023-20209 远程代码执行漏洞,Cisco,CVE-2023-20209,CNNVD-202308-1459,NA,2023-10-27,2023-10-27,
High,741480,GDidees CMS CVE-2023-27179 目录遍历漏洞,Gdidees,CVE-2023-27179,CNNVD-202304-734,NA,2023-10-27,2023-10-27,
High,741460,Smanga CVE-2023-36076 SQL注入漏洞,Pocketmanga,CVE-2023-36076,CNNVD-202309-063,NA,2023-10-27,2023-10-27,
High,741250,Titan FTP server目录遍历漏洞,Southrivertech,CVE-2023-22629,CNNVD-202302-1139,NA,2023-10-27,2023-10-27,
High,739840,Optoma 1080PSTX Firmware 认证绕过漏洞,Optoma,CVE-2023-27823,CNNVD-202305-954,NA,2023-10-27,2023-10-27,
High,741630,深信服下一代防火墙 LogInOut.php 远程命令执行漏洞,NA,NA,NA,NA,2023-10-27,2023-10-27,
High,740990,WordPress 插件 Formidable PRO2PDF SQL注入漏洞,Formidablepro2pdf,CVE-2023-28663,CNNVD-202303-1776,NA,2023-10-27,2023-10-27,
High,741100,Tenda G103 CVE-2023-27076 命令注入漏洞,Tenda,CVE-2023-27076,CNNVD-202304-672,NA,2023-10-27,2023-10-27,
High,740980,WordPress 插件 Popup Banners CVE-2023-28661 SQL注入漏洞,Accesspressthemes,CVE-2023-28661,CNNVD-202303-1788,NA,2023-10-27,2023-10-27,
High,741290,Cellinx NVT IP PTZ GetFileContent.cgi 本地文件信息泄露漏洞,Cellinx,CVE-2023-23063,CNNVD-202302-1760,NA,2023-10-27,2023-10-27,
High,741030,GL.iNet 路由器 CVE-2023-31474 信息泄露漏洞,Gl-inet,CVE-2023-31474,CNNVD-202305-721,NA,2023-10-27,2023-10-27,
High,741120,LB-LINK ROUTER CVE-2023-26801 命令注入漏洞,Lb-link,CVE-2023-26801,CNNVD-202303-2154,NA,2023-10-13,2023-10-27,
High,732340,Zoho ManageEngine Applications Manager CVE-2023-28341 存储型跨站脚本漏洞,Zohocorp,CVE-2023-28341,CNNVD-202304-695,NA,2023-06-02,2023-10-27,
High,733910,Microsoft SharePoint ValidateTokenIssuer 身份验证绕过,NA,CVE-2023-29357,CNNVD-202306-940,NA,2023-07-06,2023-10-27,
High,734120,SolarView Compact through 6.00 命令执行漏洞,Contec,CVE-2023-23333,CNNVD-202302-458,NA,2023-07-14,2023-10-27,
High,2001631,操作系统命令注入 Ping命令 - 位于HTTP请求参数中,NA,NA,NA,NA,2023-07-06,2023-10-27,
High,736540,IP-COM setFixTools命令注入漏洞,NA,NA,NA,NA,2023-08-12,2023-10-27,
High,733780,梭子鱼邮件安全网关CVE-2023-2868命令注入漏洞,Barracuda,CVE-2023-2868,CNNVD-202305-2128,NA,2023-06-21,2023-10-27,
High,733730,冰蝎 v4 Webshell 访问尝试,NA,NA,NA,NA,2023-06-21,2023-10-27,
High,732080,Oracle WebLogic CVE-2023-21931不安全的反序列化漏洞,NA,CVE-2023-21931,CNNVD-202304-1541,NA,2023-04-21,2023-10-27,
High,735880,禅道项目管理系统Cron命令注入漏洞,NA,NA,NA,NA,2023-08-09,2023-10-27,
High,727861,禅道项目管理系统命令注入漏洞,NA,NA,NA,NA,2023-08-09,2023-10-27,
High,735311,D-Link DSL-g2452DG 命令注入漏洞,Dlink,CVE-2022-28932,CNNVD-202205-3974,NA,2023-08-09,2023-10-27,
High,735971,金蝶云星空任意文件读取漏洞,NA,NA,NA,NA,2023-08-10,2023-10-27,
High,735970,金蝶云星空任意文件读取漏洞,NA,NA,NA,NA,2023-08-10,2023-10-27,
High,737460,Jeecg-boot 3.5.0及3.5.1版本SQL注入漏洞,Jeecg,CVE-2023-34659,CNNVD-202306-1328,NA,2023-08-23,2023-10-27,
High,735420,Rudder Server SQLI 远程代码执行漏洞,Rudderstack,CVE-2023-30625,CNNVD-202306-1314,NA,2023-08-10,2023-10-27,
High,728321,Contec CONPROSSYS HMI System chkFormula.php 命令注入漏洞,Contec,CVE-2022-44456,CNNVD-202212-3393,NA,2023-08-10,2023-10-27,
High,716280,TP-LINK TL-WR840N CVE-2022-25060 命令注入漏洞,Tp-link,CVE-2022-25060,CNNVD-202202-2059,NA,2022-07-11,2023-10-27,
High,721430,Cobalt Strike Malleable C2: string_of_paerls HTTP,NA,NA,NA,NA,2022-07-11,2023-10-27,
High,617151,HTTP带外注入攻击 - DNSLog 域名：oast.me,NA,NA,NA,NA,2022-03-31,2023-10-27,
High,525521,冰蝎 3.x Webshell 连接流量 - ASP,NA,NA,NA,NA,2020-08-18,2023-10-27,
High,525523,冰蝎 3.x Webshell 连接流量 - JSP,NA,NA,NA,NA,2020-08-18,2023-10-27,
High,503821,Microsoft SharePoint CVE-2019-0604 远程代码执行,Microsoft,CVE-2019-0604,CNNVD-201902-391,NA,2021-06-18,2023-10-27,
High,569370,Wordpress Plugin BBPress未认证提权漏洞,Bbpress,CVE-2020-13693,CNNVD-202005-1397,NA,2021-06-18,2023-10-27,
High,676960,ManageEngine OpManager远程目录删除漏洞,Zohocorp,CVE-2021-20078,CNNVD-202104-008,NA,2022-11-16,2023-10-27,
High,706540,EPrints CVE-2021-26703 任意文件读取漏洞,Eprints,CVE-2021-26703,CNNVD-202103-029,NA,2022-11-16,2023-10-27,
High,367680,Disk Pulse企业服务器HttpParser缓冲区溢出漏洞,NA,NA,NA,NA,2019-04-28,2023-10-27,
High,52491,Interactive Data eSignal栈缓冲区溢出漏洞,Interactivedata,CVE-2011-3494,CNNVD-201109-267,NA,2017-08-01,2023-10-27,
High,4961,Microsoft IIS HTR分块编码传输机制堆溢出漏洞,Microsoft,CVE-2002-0364,CNNVD-200207-013,NA,2017-08-01,2023-10-27,
High,75941,Schneider Electric Interactive Graphical SCADA系统缓冲区溢出漏洞,Schneider-electric,CVE-2013-0657,CNNVD-201301-399,NA,2017-08-01,2023-10-27,
High,42230,ISC DHCP dhclient网络配置脚本命令注入漏洞,Isc,CVE-2011-0997,CNNVD-201104-043,NA,2017-06-30,2023-10-27,
High,52200,Microsoft Windows OLE Automation OLESS 文件对象内存损坏,Microsoft,CVE-2011-3400,CNNVD-201112-202,MS11-093,2017-06-30,2023-10-27,
High,66740,Microsoft .NET Framework空字节注入信息泄露漏洞,NA,CVE-2007-0042,CNNVD-200707-170,MS07-040,2017-06-30,2023-10-27,
High,77141,Apache Struts DefaultActionMapper 代码执行漏洞,Apache,CVE-2013-2251,CNNVD-201307-308,NA,2017-06-30,2023-10-27,
High,735881,禅道项目管理系统extranet命令注入漏洞,NA,NA,NA,NA,2023-08-17,2023-10-27,
High,732081,Oracle WebLogic CVE-2023-21931 不安全的反序列化漏洞,NA,CVE-2023-21931,CNNVD-202304-1541,NA,2023-09-01,2023-10-27,
High,739910,万户OA smartUpload.jsp任意文件上传漏洞,NA,NA,NA,NA,2023-09-14,2023-10-27,
High,732990,Zyxel IKE数据包解码器 CVE-2023-28771 远程代码执行漏洞,Zyxel,CVE-2023-28771,CNNVD-202304-1976,NA,2023-09-01,2023-10-27,
High,739590,睿因(wavlink) 路由器 ExportAllSettings.sh 敏感数据泄露漏洞,Wavlink,CVE-2022-31847,CNNVD-202206-1296,NA,2023-09-27,2023-10-27,
High,738890,RaspAP CVE-2022-39986 命令注入漏洞,Raspap,CVE-2022-39986,CNNVD-202308-031,NA,2023-09-22,2023-10-27,
High,734630,lanproxy通信流量,NA,NA,NA,NA,2023-08-09,2023-10-27,
High,734780,XWiki.org XWiki InvitationGuestActions 代码注入漏洞,Xwiki,CVE-2023-35150,CNNVD-202306-1730,NA,2023-08-09,2023-10-27,
High,735310,D-Link DSL-g2452DG 命令注入漏洞,Dlink,CVE-2022-28932,CNNVD-202205-3974,NA,2023-08-09,2023-10-27,
High,728980,Apache Kafka Connect JNDI注入漏洞,Apache,CVE-2023-25194,CNNVD-202302-515,NA,2023-02-10,2023-10-27,
High,725700,Zoho ManageEngine 多个产品 getNmapInitialOption 函数命令注入漏洞,Zohocorp,CVE-2022-38772,CNNVD-202208-4353,NA,2023-04-14,2023-10-27,
High,726240,Apache Airflow DAG run_id命令注入,Apache,CVE-2022-40127,CNNVD-202211-2680,NA,2022-12-29,2023-10-27,
High,617150,HTTP带外注入攻击 - DNSLog 域名：dnsquery.vul.cc,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,617156,HTTP带外注入攻击 - DNSLog 域名：oast.fun,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,617155,HTTP带外注入攻击 - DNSLog 域名：oast.online,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,504020,Citrix SD-WAN Center CVE-2019-10883 命令注入漏洞,Citrix,CVE-2019-10883,CNNVD-201904-605,NA,2022-11-16,2023-10-27,
High,740710,用友U8 Cloud ServiceDispatcher 前台反序列化漏洞,NA,NA,NA,NA,2023-09-22,2023-10-27,
High,2001456,访问敏感系统路径: /proc/self/,NA,NA,NA,NA,2020-04-24,2023-10-27,
High,657080,锐捷EWEB网管命令注入漏洞,NA,NA,NA,NA,2021-03-22,2023-10-27,
High,77570,VLC Media Player文件缓冲区溢出漏洞,Videolan,CVE-2008-5032,CNNVD-200811-143,NA,2019-04-28,2023-10-27,
High,439740,Antsle Antman认证绕过漏洞,Antsle,CVE-2018-7739,CNNVD-201803-208,NA,2019-04-28,2023-10-27,
High,467650,Dup Scout Enterprise Login 缓冲区溢出漏洞,Flexense,CVE-2017-13696,CNNVD-201708-1122,NA,2019-04-28,2023-10-27,
High,728321,Contec CONPROSSYS HMI System chkFormula.php 命令注入漏洞,Contec,CVE-2022-44456,CNNVD-202212-3393,NA,2023-08-10,2023-10-27,
High,732340,Zoho ManageEngine Applications Manager CVE-2023-28341 存储型跨站脚本漏洞,Zohocorp,CVE-2023-28341,CNNVD-202304-695,NA,2023-06-02,2023-10-27,
High,733780,梭子鱼邮件安全网关CVE-2023-2868命令注入漏洞,Barracuda,CVE-2023-2868,CNNVD-202305-2128,NA,2023-06-21,2023-10-27,
High,733730,冰蝎 v4 Webshell 访问尝试,NA,NA,NA,NA,2023-06-21,2023-10-27,
High,617150,HTTP带外注入攻击 - DNSLog 域名：dnsquery.vul.cc,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,617156,HTTP带外注入攻击 - DNSLog 域名：oast.fun,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,617155,HTTP带外注入攻击 - DNSLog 域名：oast.online,NA,NA,NA,NA,2022-07-15,2023-10-27,
High,504020,Citrix SD-WAN Center CVE-2019-10883 命令注入漏洞,Citrix,CVE-2019-10883,CNNVD-201904-605,NA,2022-11-16,2023-10-27,
High,703950,思科RV系列路由器CVE-2021-1473命令注入漏洞,NA,CVE-2021-1473,CNNVD-202104-436,NA,2022-11-16,2023-10-27,
Medium,711910,Lantronix PremierWave 2050 Web Manager SSL命令注入漏洞,Lantronix,"CVE-2021-21873,CVE-2021-218...","CNNVD-202111-1449,CNNVD-202112-21...",NA,2022-11-17,2023-10-27,
Medium,735900,Supershell 默认JWT硬编码凭证登录漏洞,NA,NA,NA,NA,2023-08-10,2023-10-27,
Medium,741340,用友 U8 Cloud TaskTreeQuery SQL注入漏洞,NA,NA,NA,NA,2023-10-27,2023-10-27,
Medium,741010,WordPress Woo Bulk Price Update 插件跨站脚本漏洞,Technocrackers,CVE-2023-28665,CNNVD-202303-1763,NA,2023-10-27,2023-10-27,
Medium,2001653,Windows系统敏感 .ini 文件访问,NA,NA,NA,NA,2023-10-27,2023-10-27,
Medium,741000,WordPress 插件 Meta Data and Taxonomies Filter 跨站脚本漏洞,Pluginus,CVE-2023-28664,CNNVD-202303-1770,NA,2023-10-27,2023-10-27,
Medium,741020,WordPress InPost Gallery插件跨站脚本漏洞,Pluginus,CVE-2023-28666,CNNVD-202303-1754,NA,2023-10-27,2023-10-27,
Medium,740810,万户 ezOFFICE convertFile 任意文件读取漏洞,NA,NA,NA,NA,2023-09-27,2023-10-27,
Medium,739270,WordPress Gwyn's Imagemap Selector 跨站脚本漏洞,Gwyn's imagemap selector project,CVE-2022-1221,CNNVD-202205-3953,NA,2023-09-27,2023-10-27,
Medium,741490,Roxy-WI CVE-2023-29004目录遍历漏洞,Roxy-wi,"CVE-2023-25802,CVE-2023-290...","CNNVD-202303-927,CNNVD-202304-133...",NA,2023-10-27,2023-10-27,
Medium,741470,飞鱼星科技 VEC40G 路由器 CVE-2023-3206 命令注入漏洞,Feiyuxing,CVE-2023-3206,CNNVD-202306-774,NA,2023-10-27,2023-10-27,
Medium,338501,Squid Squoison Host头部缓存投毒,Squid-cache,CVE-2016-4553,CNNVD-201605-179,NA,2019-07-04,2023-10-27,
Medium,237771,Oracle 9i HTTP服务器动态监控服务漏洞,Oracle,CVE-2002-0563,CNNVD-200207-036,NA,2019-04-28,2023-10-27,
Medium,713510,HTTP请求躲避：多个斜杠,NA,NA,NA,NA,2022-03-31,2023-10-27,
Medium,713513,HTTP请求躲避：多个斜杠,NA,NA,NA,NA,2022-03-31,2023-10-27,
Medium,707520,Apache HTTP Server CVE-2021-41773目录遍历漏洞,Apache,CVE-2021-41773,CNNVD-202109-1907,NA,2021-11-16,2023-10-27,
Medium,713750,TP-Link TL-WR841N CVE-2020-35576命令注入漏洞,Tp-link,CVE-2020-35576,CNNVD-202101-2044,NA,2022-11-17,2023-10-27,
Medium,711180,Geutebrck 命令注入漏洞,Geutebrueck,"CVE-2021-33553,CVE-2021-335...","CNNVD-202107-2083,CNNVD-202107-20...",NA,2023-02-03,2023-10-27,
Medium,713400,锐捷EG易网关命令注入漏洞,NA,NA,NA,NA,2023-08-09,2023-10-27,
Medium,735810,明御运维审计与风险控制系统(堡垒机)任意用户创建漏洞,NA,NA,NA,NA,2023-08-09,2023-10-27,
Medium,737440,华测监测预警系统任意文件读取漏洞,NA,NA,NA,NA,2023-08-17,2023-10-27,
Medium,736220,宏景HCM外部实体注入漏洞,NA,NA,NA,NA,2023-08-11,2023-10-27,
Medium,735070,Adobe ColdFusion CVE-2023-38204 不安全的反序列化漏洞,Adobe,CVE-2023-38204,CNNVD-202307-1718,NA,2023-09-01,2023-10-27,
Medium,735250,WordPress Shareaholic 插件 CVE-2022-0594 信息泄露漏洞,Shareaholic,CVE-2022-0594,CNNVD-202207-2348,NA,2023-09-01,2023-10-27,
Medium,739300,WordPress Simple Membership 插件 XSS 漏洞,Simple-membership-plugin,CVE-2022-1724,CNNVD-202206-1114,NA,2023-09-27,2023-10-27,
Medium,739900,万户OA DocumentEdit.jsp SQL注入漏洞,NA,NA,NA,NA,2023-09-14,2023-10-27,
Medium,5380,Microsoft Office Excel畸形文件格式解析远程代码执行漏洞,Microsoft,CVE-2006-0028,CNNVD-200603-255,NA,2017-06-30,2023-10-27,
Medium,11320,Sun JDK图形解析库ICC缓冲区溢出漏洞,Sun,"CVE-2007-2788,CVE-2007-2789...","CNNVD-200705-423,CNNVD-200705-398",NA,2017-08-01,2023-10-27,
Medium,383690,Trojan-Downloader.Win32.IcySmoke.A,NA,NA,NA,NA,2017-08-16,2023-10-27,
Medium,237770,Oracle 9i HTTP服务器动态监控服务漏洞,Oracle,CVE-2002-0563,CNNVD-200207-036,NA,2017-08-01,2023-10-27,
Medium,165630,PHP5 Hash Collision拒绝服务漏洞,Php,CVE-2011-4885,CNNVD-201112-492,NA,2019-10-25,2023-10-27,
Medium,475430,Libmspack Project cabd_sys_read_block 缓冲区溢出漏洞,"Cabextract project,Libmspack project",CVE-2018-18584,CNNVD-201810-1143,NA,2019-07-04,2023-10-27,
Medium,66600,iLife Photocast XML Title格式化字符串漏洞,Apple,CVE-2007-0051,CNNVD-200701-014,NA,2019-04-28,2023-10-27,
Medium,72960,Microsoft Internet Explorer pngfilt.dll ProcessTRNS空指针解引用漏洞,NA,CVE-2007-2445,CNNVD-200705-347,NA,2017-06-30,2023-10-27,
Medium,713511,HTTP请求躲避：多个斜杠,NA,NA,NA,NA,2022-03-31,2023-10-27,
Medium,713512,HTTP请求躲避：多个斜杠,NA,NA,NA,NA,2022-03-31,2023-10-27,
Medium,725300,Marvell QConvergeConsole 路径遍历漏洞,Marvell,"CVE-2020-15640,CVE-2020-156...","CNNVD-202008-352,CNNVD-202008-359...",NA,2022-11-17,2023-10-27,
Medium,728640,MicroWorld Technologies MailScan目录遍历漏洞,Microworld technologies,CVE-2008-3727,CNNVD-200808-265,NA,2023-02-09,2023-10-27,
Medium,737750,Richmail与Thinkmail 认证绕过漏洞,NA,NA,NA,NA,2023-08-18,2023-10-27,
Medium,737760,蓝凌OA敏感信息泄露漏洞,NA,NA,NA,NA,2023-08-18,2023-10-27,
Medium,741180,Pydio Cells网盘 4.1.2 版本 XSS漏洞,Pydio,CVE-2023-32751,CNNVD-202305-2710,NA,2023-10-27,2023-10-27,
Medium,1000073,DB2 数据库用户授权暴力破解尝试,NA,NA,NA,NA,2017-06-30,2023-10-27,
Medium,72960,Microsoft Internet Explorer pngfilt.dll ProcessTRNS空指针解引用漏洞,NA,CVE-2007-2445,CNNVD-200705-347,NA,2017-06-30,2023-10-27,
Medium,237770,Oracle 9i HTTP服务器动态监控服务漏洞,Oracle,CVE-2002-0563,CNNVD-200207-036,NA,2017-08-01,2023-10-27,
Medium,11320,Sun JDK图形解析库ICC缓冲区溢出漏洞,Sun,"CVE-2007-2788,CVE-2007-2789...","CNNVD-200705-423,CNNVD-200705-398",NA,2017-08-01,2023-10-27,
Medium,475430,Libmspack Project cabd_sys_read_block 缓冲区溢出漏洞,"Cabextract project,Libmspack project",CVE-2018-18584,CNNVD-201810-1143,NA,2019-07-04,2023-10-27,
Medium,165630,PHP5 Hash Collision拒绝服务漏洞,Php,CVE-2011-4885,CNNVD-201112-492,NA,2019-10-25,2023-10-27,
Medium,707520,Apache HTTP Server CVE-2021-41773目录遍历漏洞,Apache,CVE-2021-41773,CNNVD-202109-1907,NA,2021-11-16,2023-10-27,
Medium,493080,Microsoft Graphics Device Interface CVE-2019-0616信息泄露漏洞,Microsoft,CVE-2019-0616,CNNVD-201902-351,NA,2019-04-28,2023-10-27,
Medium,713750,TP-Link TL-WR841N CVE-2020-35576命令注入漏洞,Tp-link,CVE-2020-35576,CNNVD-202101-2044,NA,2022-11-17,2023-10-27,
Medium,728640,MicroWorld Technologies MailScan目录遍历漏洞,Microworld technologies,CVE-2008-3727,CNNVD-200808-265,NA,2023-02-09,2023-10-27,
Medium,383690,Trojan-Downloader.Win32.IcySmoke.A,NA,NA,NA,NA,2017-08-16,2023-10-27,
Medium,380710,Trojan.MSIL.Viacrypt.A,NA,NA,NA,NA,2017-08-10,2023-10-27,
Medium,447750,Asterisk TLS HTTP Content-Length 拒绝服务漏洞,Asterisk,CVE-2018-12228,CNNVD-201806-749,NA,2019-04-28,2023-10-27,
Medium,3190,IBM DB2 Database Server无效数据流拒绝服务漏洞,Ibm,CVE-2009-0173,CNNVD-200901-215,IZ39653,2017-06-30,2023-10-27,
Medium,5380,Microsoft Office Excel畸形文件格式解析远程代码执行漏洞,Microsoft,CVE-2006-0028,CNNVD-200603-255,NA,2017-06-30,2023-10-27,
Low,735860,Supershell 默认密码登录漏洞,NA,NA,NA,NA,2023-08-10,2023-10-27,
Low,733230,Xunrui CMS管理员账户弱密码登录漏洞,NA,NA,NA,NA,2023-08-10,2023-10-27,
Low,393700,微软Windows SMB服务SMBv1信息泄露漏洞,Microsoft,CVE-2017-11815,CNNVD-201710-178,NA,2019-04-28,2023-10-27,
Low,669170,Apache Superset Markdown 组件存储型XSS 漏洞,Apache,CVE-2021-27907,CNNVD-202103-491,NA,2021-11-16,2023-10-27,
Low,660270,Webmin Command-Shell index.cgi存储型跨站脚本漏洞,Webmin,CVE-2020-8821,CNNVD-202010-028,NA,2021-11-01,2023-10-27,
High,711610,SolarWinds Network Performance Monitor CVE-2020-27869 SQL注入漏洞,Solarwinds,CVE-2020-27869,CNNVD-202102-1089,NA,2022-11-17,2023-10-23,
